query	label	table
on 15 July for sixteen days in Mansa book me a room in Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 6 May for twenty days in Pampady book me a room in Hotel Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on 7 March 2092 for thirteen days in Bareilly book me a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 18 March for 22 days in Lakhissarai book me a room in Hotel Surya	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on twenty four August for 13 days in Chingalpattu book me a room in Hotel Raj Shahi 	O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on 13 December for seven days in Pallakkad book me a room in Hotel Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on eight December for 7 days in Bhavnagar book me a room in Hotel Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on twenty four September for 23 days in Palakkad book me a room in Hotel Raj Shahi 	O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on three May for twenty four days near Anjuna Flea Market  book me a room in Radisson	O  B-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on three June for 20 days near Jakhu Temple  book me a room in Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 25 February 2033 for five days near Bolgatty  book me a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on ten January for 9 days near Mahabodhi Temple  book me a room in Radisson	O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on twelve May 2053 for twenty nine days near Sree Padmanabhaswamy Temple  book me a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on twenty nine August 2089 for 17 days near Jakhu Temple  book me a room in Hotel Raj Shahi 	O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on eighteen February 2017 for 5 days near Charminar  book me a room in Radisson	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 10 May 2082 for thirty one days near Bhimtal Lake  book me a room in Radisson	O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 17 August 2063 for eleven days near Fatehpur Sikri  book me a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 5 January 2050 for 7 days near Bharathi Park  book me a room in Radisson	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
i need a room in Hotel Raj Shahi  on 9 July for thirteen days in Raigad	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Hotel Raj Shahi  on twenty six November for sixteen days in Barkatpura	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Raj Shahi  on 2 December for three days in Bilaspur	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Hotel Raj Shahi  on nine June 2021 for 13 days in Bhuj	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Hotel Raj Shahi  on 14 May 2073 for 1 days in Bikaner	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Radisson on thirty March 2087 for 8 days in Byasanagar	O O O O O B-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Hotel Surya on three April for 22 days in Jahanabad	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Hotel Surya on 19 November for three days in Bardez	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Raj Shahi  on twenty seven May 2080 for sixteen days in Gopalganj	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Radisson on 4 September 2072 for seven days in Marcela	O O O O O B-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
i need a room in Hotel Surya on two  November 2031 for fourteen days near Rock Garden 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Radisson on 28 May 2035 for sixteen days near Club Cubana 	O O O O O B-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Hotel Raj Shahi  on 10 August for 25 days near Chennai Port 	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Raj Shahi  on 9 May for six days near Club Cubana 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Hotel Surya on twenty four March 2019 for fourteen days near Guruvayur Temple 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Hotel Surya on six November 2067 for one days near Dasaswamedh Ghat 	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Raj Shahi  on eight September 2067 for twenty eight days near Napier Museum 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Raj Shahi  on twenty three March for twenty three days near Pambadum Shola National Park 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  I-landmark 
i need a room in Raj Shahi  on 17 March for 4 days near Brookefields Mall 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
i need a room in Raj Shahi  on 3 August for 2 days near Cola Beach 	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark 
on four March for 7 days in South-Arcot i need a room in Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 5 November for thirty one days in Dehradun i need a room in Hotel Surya	O  B-day_number  B-month_name  O  B-days  I-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on eighteen August 2011 for eight days in Ganjam i need a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on seven February 2062 for 13 days in Bikaner i need a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 9 October 2035 for 10 days in Rampur i need a room in Hotel Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on thirty February 2053 for twenty nine days in Adilabad i need a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 2 May 2010 for 17 days in Jayamkondam i need a room in Radisson	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 19 May 2050 for 26 days in Kasargod i need a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 3 August 2017 for 10 days in Janjgir-Champa i need a room in Radisson	O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name  O O O O O B-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 23 May for twenty eight days in " i need a room in Hotel Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  I-days  O B-city_name  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on five April 2027 for 25 days near Mapro Garden  i need a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on nine August 2011 for fourteen days near Immaculate Conception Church  i need a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on twenty two February 2023 for 29 days near Kashi Vishwanath Temple  i need a room in Radisson	O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O B-hotel_name	<NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name
on 20 February 2037 for 17 days near MG Road  i need a room in Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name 	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name
on 1 August 2016 for 6 days near Anjuna Flea Market  i need a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 21 April 2051 for nine days near Kasi Viswanathar Temple  i need a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  O  B-landmark  I-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on 6 July 2095 for twenty six days near CEPT University  i need a room in Hotel Raj Shahi 	O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on 9 June for thirty one days near Junagarh Fort  i need a room in Hotel Raj Shahi 	O  B-day_number  B-month_name  O  B-days  I-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
on 3 March 2094 for twenty three days near Jagdish temple  i need a room in Hotel Surya	O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name
on twenty eight September for thirteen days near Cubbon Park  i need a room in Hotel Raj Shahi 	O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  O  B-landmark  I-landmark  O O O O O  B-hotel_name I-hotel_name I-hotel_name	<NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name
find me a room in Hotel Raj Shahi  on ninteen March 2067 for 18 days in Gangtok	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name B-year  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
find me a room in Hotel Surya on eighteen January for fourteen days in Abohar	O O O O O  B-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
find me a room in Hotel Surya on twenty four September for 28 days in Korba	O O O O O  B-hotel_name I-hotel_name O  B-day_number  I-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
find me a room in Hotel Raj Shahi  on two  July for eleven days in Darrang	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
find me a room in Hotel Raj Shahi  on twenty February for eighteen days in Nuapada	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
find me a room in Raj Shahi  on twenty five December 2062 for twenty nine days in Navalgund	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  I-day_number  B-month_name B-year  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  I-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
find me a room in Hotel Raj Shahi  on 22 July for 19 days in Faridabad	O O O O O  B-hotel_name I-hotel_name I-hotel_name O  B-day_number  B-month_name  O  B-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_name I-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-days  I-days  <NOTABLE> B-city_name 
find me a room in Raj Shahi  on 26 February 2086 for twenty four days in Jamnagar	O O O O O  B-hotel_name I-hotel_name  O  B-day_number  B-month_name B-year  O  B-days  I-days  I-days  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  B-hotel_name I-hotel_name <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-days  I-days  I-days  <NOTABLE> B-city_name 
